fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated
VALHALL,Status,Work to establish gas lift in the wells on the flanks of the field is ongoing. A new field centre (PH) with processing and accommodation facilities is installed and will be completed and start production early in 2013. The new facility will be supplied with power from shore. Drilling of new production and injection wells will continue to increase production and recovery from the field. Permanent seismic cables on the seabed are utilised to identify new well targets for remaining oil in the reservoir.,43548,2013-05-03
VARG,Development,"Varg is an oil field to the south of Sleipner Øst in the central part of the North Sea. The water depth in the area is 84 metres. The field has been developed with the production vessel, “Petrojarl Varg”, which has integrated oil storage connected to the wellhead facility Varg A. The decommissioning plan for the field was approved in 2001. The plan then was to produce until summer 2002, but measures implemented on the field have prolonged its lifetime.",43451,2012-08-23
VARG,Reservoir,The reservoir is in Upper Jurassic sandstones at a depth of approximately 2 700 metres. The structure is segmented and includes several isolated compartments with varying reservoir properties.,43451,2012-08-23
VARG,Recovery strategy,Recovery takes place by pressure maintenance using water and gas injection. The smaller structures are produced by pressure depletion. All the wells are producing with gas lift.,43451,2013-05-03
VARG,Transport,"Oil is off-loaded from the production vessel onto tankers. All the gas is injected, but a solution for possible gas export in the future is being considered.",43451,2012-08-23
VARG,Status,"Varg is in the tail phase, but the field is expected to produce until 2021. A gas pipeline will be installed between Varg and Rev, in order to export the gas via the CATS pipeline system to the UK. Measures to optimise recovery are being considered. In 2011 water alternating gas injection (WAG) started, and the first gas cycles had positive effects. A new drilling campaign with two infill producers has started, and several are planned for the coming years. The 15/12-21 (Grevling) discovery, proven in 2009, may be connected to Varg, which can prolong the lifetime of the Varg field.",43451,2013-05-03
VEGA,Development,"directly north of the Fram field in the northern part of the North Sea. The water depth in the area is about 370 metres. The field comprises three separate gas and condensate deposits, 35/8-1, 35/8-2 Vega and 35/11-2 Vega Sør. A combined PDO for Vega and Vega Sør was approved by the authorities in June 2007. The field is being developed with three subsea templates tied to the processing facility at Gjøa.",4467595,2013-05-03
VEGA,Reservoir,"The Vega reservoirs are in Middle Jurassic sandstones in the Brent Group, with high temperature and pressure initially, and relatively low permeability. The reservoir depth is about 3 500 metres. Vega Sør contains gas and condensate with an oil zone in the upper part of the Middle Jurassic Brent Group, at a depth of 3 500 metres.",4467595,2013-05-03
VEGA,Recovery strategy,The field is produced by pressure depletion.,4467595,2012-08-23
VEGA,Transport,The wellstream is sent by pipeline to Gjøa for processing. Oil and condensate are transported from Gjøa in a new pipeline tied to Troll Oljerør II for further transport to Mongstad. The rich gas is exported in a pipeline to Far North Liquids and Associated Gas System (FLAGS) on the British continental shelf for further transport to St Fergus.,4467595,2013-05-03
VEGA,Status,All planned producers have been drilled and completed on the Vega field. Production from the Vega Sør subsea template is closed down. Sidetrack drilling of a production well on Vega Sør was carried out in 2013 and production is expected to start in late 2013.,4467595,2013-05-03
VESLEFRIKK,Development,"Veslefrikk is an oil field located about 30 kilometres north of Oseberg in the northern part of the North Sea. The water depth is about 185 metres. The field is developed with two facilities, Veslefrikk A and Veslefrikk B. Veslefrikk A is a fixed steel wellhead facility with bridge connection to Veslefrikk B. Veslefrikk B is a semi-submersible facility for processing and accommodation. Veslefrikk B was upgraded in 1999 to handle condensate from the Huldra field. The PDO for the Statfjord Formation was approved in June 1994. The PDO for the reservoirs in the Upper Brent and I-areas was approved in December 1994.",43618,2013-05-03
VESLEFRIKK,Reservoir,The reservoirs consist of Jurassic sandstones in the Brent and Dunlin Groups and the Statfjord Formation. The main reservoir is in the Brent Group and contains about 80 per cent of the reserves. The reservoir depths are between 2 800 – 3 200 metres. The reservoir quality varies from moderate to excellent.,43618,2013-05-03
VESLEFRIKK,Recovery strategy,"Production takes place with pressure support from water alternating gas injection (WAG) in the Brent and Dunlin reservoirs, and with gas injection in the Statfjord Formation. Gas export from Veslefrikk started in late 2011 and the recovery strategy now is to balance gas export and gas injection to optimise drainage of remaining oil and gas resources.",43618,2013-05-03
VESLEFRIKK,Transport,An oil pipeline is connected to the Oseberg Transport System (OTS) for transport to the Sture terminal. Gas for export is transported through the Gassled system to Kårstø.,43618,2013-05-03
VESLEFRIKK,Status,Veslefrikk oil production is declining and gas export will increase in the future. The drilling rig has been upgraded and new development wells are being planned.,43618,2013-05-03
VEST EKOFISK,Status,There are specific plans to recover the remaining resources by means of a new subsea development tied back to Ekofisk.,43513,2012-08-23
VIGDIS,Development,"Vigdis is an oil field located between the Snorre and Gullfaks fields in the Tampen area in the northern part of the North Sea. The water depth in the area is 280 metres. The field comprises several discoveries, and has been developed with six subsea templates and two satellite wells connected to Snorre A. Oil from Vigdis is processed in a dedicated processing module on Snorre A. Injection water is supplied from Snorre A and Statfjord C. The PDO for Vigdis Extension, including the 34/7-23 S discovery and adjoining deposits, was approved in December 2002. The PDO for Vigdis Nordøst was approved in September 2011.",43732,2013-05-03
VIGDIS,Reservoir,"The reservoir in the Vigdis Brent deposit consists of Middle Jurassic sandstones in the Brent Group, while the Vigdis Øst and Vigdis Nordøst deposits have reservoirs in Lower Jurassic and Upper Triassic sandstones in the Statfjord Formation. The Borg Nordvest deposit has a reservoir in Upper Jurassic intra-Draupne sandstones. The reservoirs are at a depth of 2 200 – 2 600 metres. The quality of the reservoirs is generally good.",43732,2013-05-03
VIGDIS,Recovery strategy,Production is based on partial pressure support using water injection. Some of the reservoirs are affected by the pressure depletion of the Statfjord field.,43732,2013-05-03
VIGDIS,Transport,The wellstream from Vigdis is routed to Snorre A through two flowlines. Stabilised oil is transported by pipeline from Snorre A to Gullfaks A for storage and export. The gas from Vigdis is partly used for injection at Snorre and partly exported through Tampen Link to St Fergus.,43732,2013-05-03
VIGDIS,Status,The Vigdis Nordøst subsea template for production and water injection was installed and tied back to existing Vigdis templates in 2012. Production started in March 2013. A main challenge at Vigdis is to optimise oil production while limiting water and sand production.,43732,2013-05-03
VILJE,Development,"Vilje is an oil field located in the central part of the North Sea, about 20 kilometres northeast of Alvheim and just north of the Heimdal field. It is a subsea development with two horizontal subsea wells connected to the production vessel “Alvheim FPSO”. The water depth in the area is approximately 120 metres.",3392471,2012-08-23
VILJE,Reservoir,"The reservoir is a turbidite deposit, in the Heimdal Formation of the Paleocene age. The reservoir lies approximately 2 150 metres below sea level.",3392471,2013-05-03
VILJE,Recovery strategy,The field is recovered by natural water drive from the regional underlying Heimdal aquifer.,3392471,2012-08-23
VILJE,Transport,"The wellstream is routed by pipeline to the production vessel at Alvheim, where the oil is buoy-loaded to tankers.",3392471,2012-08-23
VILJE,Status,"As of 1 October 2012, the operatorship for Vilje has been transferred from Statoil to Marathon Oil Norge AS. Production has been above expectations due to better production efficiency and delayed water cut. Future development plans for the field entail the drilling of a new well, Vilje Sør, in the southern extension of the field, in 2013.",3392471,2013-05-03
VISUND,Development,"Visund is an oil field east of the Snorre field in the northern part of the North Sea. The development includes a semi-submersible integrated accommodation, drilling and processing steel facility (Visund A). The water depth is about 335 metres at Visund A. The PDO for gas export was approved in October 2002. The northern part of the Visund field is developed with a subsea template, about 10 kilometres north of Visund A.",43745,2013-05-03
VISUND,Reservoir,"The Visund field contains oil and gas in several tilted fault blocks with varying pressure and liquid systems. The reservoirs are in Middle Jurassic sandstones in the Brent Group, and Lower Jurassic and Upper Triassic sandstones in the Statfjord and Lunde Formations. The reservoirs lie at a depth of 2 900 - 3 000 metres.",43745,2012-08-23
VISUND,Recovery strategy,Oil production is driven by gas injection and water alternating gas injection (WAG). Produced water is also re-injected into one of the reservoirs. Limited gas export started in 2005.,43745,2013-05-03
VISUND,Transport,"The oil is sent by pipeline to Gullfaks A for storage and export via tankers. Gas is exported to the Kvitebjørn gas pipeline and on to Kollsnes, where the NGL is separated and the dry gas is further exported to the market.",43745,2013-05-03
VISUND,Status,"A challenge for the Visund field is to maintain reservoir pressure to optimise the oil recovery before gas export levels increase. The northern part of the Visund field is redeveloped with a new template, and will start production in 2013. The 34/8-13 A (Titan) discovery, east of Visund is planned to be developed by wells drilled from Visund.",43745,2013-05-03
VISUND SØR,Development,Visund Sør is located 10 kilometres southwest of the Visund platform and approximately 10 kilometres northeast of Gullfaks C. The water depth in the area is about 290 metres. Visund Sør is developed with a subsea template tied to Gullfaks C.,20461008,2013-05-03
VISUND SØR,Reservoir,The reservoirs lie at a depth of 2 800 - 2 900 metres and contain oil and gas in Middle Jurassic sandstones in the Brent Group.,20461008,2013-05-03
VISUND SØR,Recovery strategy,"The oil from Visund Sør is produced by expansion of the gas cap, followed by depletion for gas production.",20461008,2013-05-03
VISUND SØR,Transport,The wellstream is routed to Gullfaks C for processing and export.,20461008,2013-05-03
VISUND SØR,Status,Production started in November 2012.,20461008,2013-05-03
VOLUND,Development,"Volund is an oil field located about 10 kilometres south of Alvheim in the central part of the North Sea. The field is developed as a subsea tie-back to the nearby production vessel, ”Alvheim FPSO”, with three horizontal subsea wells. The water depth in the area is about 120-130 metres.",4380167,2013-05-03
VOLUND,Reservoir,"The reservoir is in Paleocene sandstone intrusions in the Hermod Formation, which in the Early Eocene age were remobilised and injected into the overlying Balder Formation. The reservoir depth is about 2 000 metres.",4380167,2013-05-03
VOLUND,Recovery strategy,Volund is produced by pressure support from the Hermod aquifer and a single water injection well. Produced water on the “Alvheim FPSO” is used for injection.,4380167,2013-05-03
VOLUND,Transport,The wellstream is routed by pipeline to Alvheim for buoy-loading. Associated gas is transported via Alvheim to the Scottish Area Gas Evacuation pipeline system to St Fergus in the United Kingdom.,4380167,2013-05-03
VOLUND,Status,"Volund started production in 2009 from one production well, but was then shut-in due to insufficient capacity on the “Alvheim FPSO”. In August 2010, all producers came online when there was available capacity on the ”Alvheim” FPSO”. A new well targeting the northwest flank of the injection complex was drilled in 2012 and will come on stream during the first quarter of 2013. Volund has had two years of successful production, which has increased predicted recovery from the field.",4380167,2013-05-03
VOLVE,Development,"Volve is an oil field located in the central part of the North Sea, approximately eight kilometres north of Sleipner Øst. The water depth in the area is about 80 metres. The development concept is a jack-up processing and drilling facility and the vessel “Navion Saga” for storing stabilised oil.",3420717,2012-08-23
VOLVE,Reservoir,The reservoir contains oil in a combined stratigraphic and structural trap in Jurassic sandstones in the Hugin Formation. The reservoir lies at a depth of 2 750 – 3 120 metres. The western part of the structure is heavily faulted and communication across the faults is uncertain.,3420717,2013-05-03
VOLVE,Recovery strategy,Volve is produced by water injection as the drive mechanism.,3420717,2013-05-03
VOLVE,Transport,The rich gas is transported to Sleipner A for further export. The oil is exported by tankers.,3420717,2012-08-23
VOLVE,Status,Production on Volve is expected to decline rapidly in the coming years. New drilling targets have been evaluated in order to establish a basis for a new drilling campaign planned for the first half of 2013.,3420717,2013-05-03
YME,Development,"Yme is located in the southeastern part of the North Sea. The water depth is 77 – 93 metres. Yme is the first oil field on the Norwegian continental shelf to be redeveloped after having been shut down. The field was initially developed in 1995 by production licence 114, operated by Statoil. The production period lasted from 1996 to 2001, when operation of the field was considered to be unprofitable. In 2006, new licensees in production licence 316, operated by Talisman, decided to recover the remaining resources with a new jack-up production facility. The facility is placed above a storage tank for oil, which is located on the seabed above the Gamma structure. The Beta structure is being developed with subsea wells.",43807,2012-08-23
YME,Reservoir,"Yme contains two separate main structures, Gamma and Beta, comprising five deposits. The reservoir is in Middle Jurassic sandstones in the Sandnes Formation, at a depth of approximately 3 150 metres.",43807,2012-08-23
YME,Status,"Due to technical difficulties, the licensees have decided to remove most of the existing installation from the field. The licensees are currently working on new development plans for the field.",43807,2013-05-08
YTTERGRYTA,Development,"The field is located in the Norwegian Sea, approximately 5 kilometres north of the Midgard deposit. The water depth in the area is about 300 metres. The field has been developed with a subsea template tied to Midgard, and the gas is produced from one well.",4973114,2013-05-03
YTTERGRYTA,Reservoir,The reservoir contains gas in Middle Jurassic sandstones in the Fangst Group and lies at a depth of 2 390 - 2 490 metres.,4973114,2013-05-03
YTTERGRYTA,Recovery strategy,The field has been produced by pressure depletion.,4973114,2013-05-03
YTTERGRYTA,Transport,"The gas was transported to the Midgard X-template, and further to Åsgard B, for processing. The gas from Yttergryta has a low CO2 content, making it suitable for dilution of CO2 in the Åsgard Transport System.",4973114,2013-05-03
YTTERGRYTA,Status,"The field came on stream in January 2009, and was shut down in late 2011 because of water breakthrough in the gas production well. An attempt to restart production in 2012 failed. Due to an agreement with Åsgard, gas is still sold from the field.",4973114,2013-05-03
ØST FRIGG,Status,No activity.,43576,2012-08-23
ÅSGARD,Development,"Åsgard is located centrally in the Norwegian Sea. The water depth in the area is 240 – 300 metres. Åsgard includes the discoveries 6506/12-1 Smørbukk, 6506/12-3 Smørbukk Sør and 6507/11-1 Midgard. The field has been developed with subsea completed wells tied back to a production and storage vessel, “Åsgard A”, which produces and stores oil, and a floating, semisubmersible facility, Åsgard B, for gas and condensate processing. The gas centre is connected to a storage vessel for condensate, Åsgard C. The Åsgard field has been developed in two phases. The liquid phase came on stream in 1999 and the gas export phase started October 2000.The Åsgard facilities are an important part of the Norwegian Sea infrastructure where gas from Mikkel is processed, and injection gas is delivered to Tyrihans. The Morvin field is tied back to Åsgard B.",43765,2013-05-03
ÅSGARD,Reservoir,"The Smørbukk deposit is a rotated fault block, bordered by faults in the west and north and structurally deeper areas to the south and east. The reservoir formations Garn, Ile, Tofte, Tilje and Åre are of Jurassic age and contain gas, condensate and oil. The Smørbukk Sør deposit, with reservoir rocks in the Garn, Ile and Tilje Formations contains oil, gas and condensate. The Midgard gas deposits are divided into four structural segments with the main reservoir in the Garn and Ile Formations. The sandstone reservoirs lie at depths of as much as 4 850 metres. The reservoir quality varies between the formations, and there are large differences in porosity and permeability between the three deposits.",43765,2013-05-03
ÅSGARD,Recovery strategy,"Smørbukk Sør is produced by pressure support from gas injection. Smørbukk is produced partly by pressure depletion and partly by injection of excess gas from the field. Midgard is produced by pressure depletion. Converting gas injection wells into gas production wells at Smørbukk has started, and the technology makes it possible to switch between injection and production. This will maintain both gas injection in Smørbukk and Smørbukk Sør and gas export volume from Åsgard. I addition, a project on optimisation of the drainage strategy on Smørbukk Sør has started. The plan is to mature the project with a phased development with production start-up of the first phase in 2015 and the second phase, depending on the results of the first phase, a few years later. Establishment of a gas compression facility at Midgard was approved in 2012 and start-up of the facility is planned for 2015. This facility is needed to maintain the gas stream in the pipeline from Mikkel and Midgard to Åsgard B. A stable supply of low CO2 gas from Mikkel and Midgard is also important for dilution of the high CO2 gas from Kristin in the Åsgard Transport to Kårstø.",43765,2013-05-03
ÅSGARD,Transport,Oil and condensate are temporarily stored at the field and shipped to land by tankers. The gas is exported through Åsgard Transport to Kårstø. The condensate from Åsgard is sold as oil (Halten Blend).,43765,2012-08-23
ÅSGARD,Status,"Most of the production wells have been drilled, and efforts are being made to increase recovery from the field, partly by drilling infill wells and sidetrack wells (TTRD wells). Implementing Åsgard A and B low pressure production is also being evaluated. Phase I is a planned to start operation in 2013, and phase II in 2015. Other efforts for increasing recovery from Åsgard include prolonging the lifetime of Åsgard A. Prolonging the economic lifetime of Åsgard B is also a focus area. An appraisal well in 2009 proved oil and gas in a new segment northeast of Smørbukk. The deposit will be tied-in to Åsgard B, with planned production start in 2013. There are other proven resources in the area with low CO2 gas. Work is being done to realise these via Mikkel and Midgard to Åsgard B. In addition, technical studies considering third-party discoveries as tie-back candidates to Åsgard are ongoing.",43765,2013-05-03
