prfInformationCarrier,prfYear,prfPrdOilNetMillSm3,prfPrdGasNetBillSm3,prfPrdNGLNetMillSm3,prfPrdCondensateNetMillSm3,prfPrdOeNetMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
VARG,2002,0.784,0.000,0.000,0.000,0.784,1.392,43451
VARG,2003,0.921,0.000,0.000,0.000,0.921,0.769,43451
VARG,2004,1.207,0.000,0.000,0.000,1.207,0.366,43451
VARG,2005,1.281,0.000,0.000,0.000,1.281,0.327,43451
VARG,2006,0.854,0.000,0.000,0.000,0.854,0.874,43451
VARG,2007,0.797,0.000,0.000,0.000,0.797,1.681,43451
VARG,2008,0.703,0.000,0.000,0.000,0.703,1.656,43451
VARG,2009,0.789,0.000,0.000,0.000,0.789,1.034,43451
VARG,2010,1.420,0.000,0.000,0.000,1.420,0.694,43451
VARG,2011,0.972,0.000,0.000,0.000,0.972,0.499,43451
VARG,2012,0.647,0.000,0.000,0.000,0.647,0.997,43451
VARG,2013,0.077,0.000,0.000,0.000,0.077,0.124,43451
VEGA,2010,0.018,0.023,0.000,0.000,0.041,0.000,4467595
VEGA,2011,0.658,0.742,0.360,0.044,1.804,0.052,4467595
VEGA,2012,0.858,1.042,0.627,0.062,2.589,0.114,4467595
VEGA,2013,0.186,0.253,0.158,0.017,0.614,0.015,4467595
VESLEFRIKK,1990,2.873,0.000,0.158,0.000,3.031,0.000,43618
VESLEFRIKK,1991,3.489,0.000,0.220,0.000,3.709,0.000,43618
VESLEFRIKK,1992,3.953,0.000,0.247,0.000,4.200,0.000,43618
VESLEFRIKK,1993,3.932,0.117,0.232,0.000,4.281,0.000,43618
VESLEFRIKK,1994,4.443,0.253,0.260,0.000,4.956,0.000,43618
VESLEFRIKK,1995,4.458,0.408,0.257,0.000,5.122,0.000,43618
VESLEFRIKK,1996,4.069,0.432,0.252,0.000,4.753,0.000,43618
VESLEFRIKK,1997,3.475,0.139,0.086,0.000,3.700,0.000,43618
VESLEFRIKK,1998,3.268,0.277,0.164,0.000,3.709,0.000,43618
VESLEFRIKK,1999,1.899,0.112,0.069,0.000,2.080,0.000,43618
VESLEFRIKK,2000,2.405,0.199,0.143,0.000,2.747,3.112,43618
VESLEFRIKK,2001,1.977,0.065,0.064,0.000,2.105,3.854,43618
VESLEFRIKK,2002,1.645,0.029,0.026,0.000,1.700,4.551,43618
VESLEFRIKK,2003,1.686,0.031,0.023,0.000,1.739,4.191,43618
VESLEFRIKK,2004,1.589,0.022,0.022,0.000,1.632,5.073,43618
VESLEFRIKK,2005,1.527,0.044,0.035,0.000,1.606,4.460,43618
VESLEFRIKK,2006,1.113,0.033,0.019,0.000,1.166,5.006,43618
VESLEFRIKK,2007,0.909,0.003,0.002,0.000,0.914,5.491,43618
VESLEFRIKK,2008,0.702,0.003,0.002,0.000,0.706,4.762,43618
VESLEFRIKK,2009,0.678,0.002,0.001,0.000,0.682,5.233,43618
VESLEFRIKK,2010,0.766,0.000,0.000,0.000,0.766,6.364,43618
VESLEFRIKK,2011,0.707,0.019,0.012,0.000,0.738,5.000,43618
VESLEFRIKK,2012,0.746,0.127,0.091,0.000,0.965,5.036,43618
VESLEFRIKK,2013,0.108,0.020,0.016,0.000,0.144,0.720,43618
VEST EKOFISK,1977,0.753,0.257,0.000,0.000,1.009,0.000,43513
VEST EKOFISK,1978,3.847,4.346,0.000,0.000,8.193,0.000,43513
VEST EKOFISK,1979,2.136,3.914,0.241,0.000,6.291,0.000,43513
VEST EKOFISK,1980,1.162,2.880,0.350,0.000,4.391,0.000,43513
VEST EKOFISK,1981,0.546,1.490,0.188,0.000,2.224,0.000,43513
VEST EKOFISK,1982,0.522,1.672,0.229,0.000,2.423,0.000,43513
VEST EKOFISK,1983,0.517,1.680,0.280,0.000,2.478,0.000,43513
VEST EKOFISK,1984,0.399,1.282,0.207,0.000,1.888,0.000,43513
VEST EKOFISK,1985,0.381,1.292,0.226,0.000,1.899,0.000,43513
VEST EKOFISK,1986,0.332,1.341,0.218,0.000,1.891,0.000,43513
VEST EKOFISK,1987,0.283,1.246,0.202,0.000,1.731,0.000,43513
VEST EKOFISK,1988,0.284,1.068,0.205,0.000,1.557,0.000,43513
VEST EKOFISK,1989,0.213,0.748,0.138,0.000,1.099,0.000,43513
VEST EKOFISK,1990,0.157,0.524,0.095,0.000,0.777,0.000,43513
VEST EKOFISK,1991,0.119,0.415,0.064,0.000,0.597,0.000,43513
VEST EKOFISK,1992,0.099,0.357,0.049,0.000,0.504,0.000,43513
VEST EKOFISK,1993,0.108,0.409,0.058,0.000,0.575,0.000,43513
VEST EKOFISK,1994,0.097,0.347,0.051,0.000,0.495,0.000,43513
VEST EKOFISK,1995,0.071,0.252,0.039,0.000,0.362,0.000,43513
VEST EKOFISK,1996,0.055,0.195,0.029,0.000,0.279,0.000,43513
VEST EKOFISK,1997,0.046,0.166,0.026,0.000,0.238,0.000,43513
VEST EKOFISK,1998,0.026,0.094,0.016,0.000,0.135,0.000,43513
VIGDIS,1997,1.597,0.000,0.000,0.000,1.597,0.000,43732
VIGDIS,1998,4.724,0.000,0.000,0.000,4.724,0.000,43732
VIGDIS,1999,5.109,0.000,0.000,0.000,5.109,0.000,43732
VIGDIS,2000,4.198,0.000,0.000,0.000,4.198,1.126,43732
VIGDIS,2001,3.670,0.000,0.000,0.000,3.670,2.284,43732
VIGDIS,2002,3.053,0.000,0.000,0.000,3.053,1.628,43732
VIGDIS,2003,3.362,0.038,0.053,0.000,3.453,3.173,43732
VIGDIS,2004,3.587,0.190,0.258,0.000,4.035,2.334,43732
VIGDIS,2005,3.691,0.187,0.228,0.000,4.107,1.991,43732
VIGDIS,2006,3.758,0.217,0.328,0.000,4.304,1.873,43732
VIGDIS,2007,3.277,0.209,0.293,0.000,3.779,2.612,43732
VIGDIS,2008,3.069,0.215,0.180,0.000,3.464,2.414,43732
VIGDIS,2009,2.633,0.199,0.142,0.000,2.974,2.868,43732
VIGDIS,2010,1.971,0.120,0.081,0.000,2.172,2.549,43732
VIGDIS,2011,2.035,0.142,0.115,0.000,2.292,3.748,43732
VIGDIS,2012,1.862,0.175,0.146,0.000,2.182,4.286,43732
VIGDIS,2013,0.314,0.017,0.012,0.000,0.344,0.781,43732
VILJE,2008,0.519,0.028,0.000,0.000,0.547,0.000,3392471
VILJE,2009,1.538,0.074,0.000,0.000,1.612,0.004,3392471
VILJE,2010,1.785,0.084,0.000,0.000,1.869,0.001,3392471
VILJE,2011,1.777,0.080,0.000,0.000,1.857,0.032,3392471
VILJE,2012,1.771,0.079,0.000,0.000,1.849,0.242,3392471
VILJE,2013,0.240,0.010,0.000,0.000,0.250,0.050,3392471
VISUND,1999,0.628,0.000,0.000,0.000,0.628,0.000,43745
VISUND,2000,2.253,0.000,0.000,0.000,2.253,0.581,43745
VISUND,2001,2.536,0.000,0.000,0.000,2.536,1.121,43745
VISUND,2002,2.459,0.000,0.000,0.000,2.459,0.668,43745
VISUND,2003,2.021,0.000,0.000,0.000,2.021,1.005,43745
VISUND,2004,1.863,0.000,0.000,0.000,1.863,1.487,43745
VISUND,2005,1.116,0.345,0.043,0.000,1.504,0.297,43745
VISUND,2006,1.210,1.039,0.127,0.000,2.376,0.597,43745
VISUND,2007,2.251,1.507,0.133,0.000,3.891,0.822,43745
VISUND,2008,1.724,0.793,0.089,0.000,2.606,0.374,43745
VISUND,2009,1.563,1.137,0.133,0.000,2.834,0.364,43745
VISUND,2010,1.403,1.116,0.107,0.000,2.626,0.446,43745
VISUND,2011,0.669,0.557,0.039,0.000,1.265,0.199,43745
VISUND,2012,0.719,0.456,0.042,0.000,1.217,3.283,43745
VISUND,2013,0.136,0.056,0.006,0.000,0.198,0.027,43745
VISUND SØR,2012,0.049,0.018,0.005,0.000,0.072,0.000,20461008
VISUND SØR,2013,0.063,0.047,0.011,0.000,0.121,0.001,20461008
VOLUND,2009,0.009,0.001,0.000,0.000,0.010,0.000,4380167
VOLUND,2010,0.801,0.081,0.000,0.000,0.883,0.001,4380167
VOLUND,2011,1.835,0.174,0.000,0.000,2.009,0.011,4380167
VOLUND,2012,1.996,0.186,0.000,0.000,2.182,0.064,4380167
VOLUND,2013,0.316,0.028,0.000,0.000,0.344,0.018,4380167
VOLVE,2008,1.770,0.155,0.067,0.026,2.019,0.005,3420717
VOLVE,2009,2.717,0.297,0.116,0.035,3.165,0.273,3420717
VOLVE,2010,1.699,0.157,0.056,0.017,1.928,1.889,3420717
VOLVE,2011,0.859,0.077,0.025,0.006,0.967,2.191,3420717
VOLVE,2012,0.587,0.045,0.011,0.003,0.646,2.110,3420717
VOLVE,2013,0.091,0.007,0.001,0.000,0.099,0.000,3420717
YME,1996,1.195,0.000,0.000,0.000,1.195,0.000,43807
YME,1997,1.980,0.000,0.000,0.000,1.980,0.000,43807
YME,1998,1.970,0.000,0.000,0.000,1.970,0.000,43807
YME,1999,1.484,0.000,0.000,0.000,1.484,0.000,43807
YME,2000,1.071,0.000,0.000,0.000,1.071,0.688,43807
YME,2001,0.207,0.000,0.000,0.000,0.207,0.226,43807
YTTERGRYTA,2009,0.117,0.301,0.111,0.000,0.529,0.002,4973114
YTTERGRYTA,2010,0.118,0.312,0.115,0.000,0.545,0.003,4973114
YTTERGRYTA,2011,0.055,0.317,0.123,0.000,0.495,0.001,4973114
YTTERGRYTA,2012,0.000,0.301,0.119,0.000,0.420,0.000,4973114
YTTERGRYTA,2013,0.000,0.042,0.018,0.000,0.059,0.000,4973114
ØST FRIGG,1988,0.000,0.391,0.000,0.001,0.393,0.000,43576
ØST FRIGG,1989,0.000,1.505,0.000,0.012,1.517,0.000,43576
ØST FRIGG,1990,0.000,1.375,0.000,0.010,1.385,0.000,43576
ØST FRIGG,1991,0.000,1.563,0.000,0.013,1.576,0.000,43576
ØST FRIGG,1992,0.000,1.111,0.000,0.012,1.123,0.000,43576
ØST FRIGG,1993,0.000,1.267,0.000,0.011,1.278,0.000,43576
ØST FRIGG,1994,0.000,0.983,0.000,0.007,0.990,0.000,43576
ØST FRIGG,1995,0.000,0.319,0.000,0.001,0.320,0.000,43576
ØST FRIGG,1996,0.000,0.610,0.000,0.000,0.611,0.000,43576
ØST FRIGG,1997,0.000,0.096,0.000,0.000,0.097,0.000,43576
ØST FRIGG,1998,0.000,0.000,0.000,0.000,0.000,0.000,43576
ÅSGARD,1999,3.901,0.000,0.000,0.000,3.901,0.000,43765
ÅSGARD,2000,7.837,0.523,0.086,0.098,8.544,0.093,43765
ÅSGARD,2001,8.320,3.892,1.306,0.681,14.200,0.136,43765
ÅSGARD,2002,8.232,7.247,2.224,2.592,20.296,0.198,43765
ÅSGARD,2003,6.944,10.073,3.526,4.329,24.872,0.295,43765
ÅSGARD,2004,5.658,10.203,3.488,3.853,23.202,0.409,43765
ÅSGARD,2005,4.637,10.513,3.639,3.351,22.140,0.438,43765
ÅSGARD,2006,4.836,9.770,3.609,2.209,20.424,0.438,43765
ÅSGARD,2007,6.793,11.441,4.160,0.000,22.394,0.552,43765
ÅSGARD,2008,5.949,11.417,4.022,0.000,21.388,0.677,43765
ÅSGARD,2009,5.729,12.319,4.554,0.000,22.602,0.876,43765
ÅSGARD,2010,5.026,11.829,4.462,0.000,21.317,0.917,43765
ÅSGARD,2011,3.932,12.083,4.832,0.000,20.848,0.725,43765
ÅSGARD,2012,4.001,12.211,5.103,0.000,21.314,0.683,43765
ÅSGARD,2013,0.537,1.653,0.699,0.000,2.888,0.106,43765
