prlName,prlTransferDateValidFrom,prlTransferDirection,prlTransferKind,cmpLongName,prlTransferredInterest,prlTransferSdfi,prlNpdidLicence,cmpNpdidCompany,prlTransferDateUpdated,dateSyncNPD
337,2006-03-01,FROM,CHANGE OF COMPANY NAME,Pertra AS,35.00000,NULL,2986484,3425724,9999-12-31,2013-05-08
337,2006-03-01,TO,CHANGE OF COMPANY NAME,Pertra ASA,35.00000,NULL,2986484,3964368,9999-12-31,2013-05-08
337,2005-04-02,FROM,TRANSFER,Talisman Production Norge AS,10.00000,NULL,2986484,3420565,9999-12-31,2013-05-08
337,2005-04-02,TO,TRANSFER,Talisman Energy Norge AS,10.00000,NULL,2986484,2425093,9999-12-31,2013-05-08
337,2005-04-01,FROM,TRANSFER,Talisman Production Norge AS,35.00000,NULL,2986484,3420565,9999-12-31,2013-05-08
337,2005-04-01,TO,TRANSFER,Pertra AS,35.00000,NULL,2986484,3425724,9999-12-31,2013-05-08
337,2005-03-31,FROM,MERGER/TAKEOVER,Pertra AS (OLD),45.00000,NULL,2986484,2069841,9999-12-31,2013-05-08
337,2005-03-31,TO,MERGER/TAKEOVER,Talisman Production Norge AS,45.00000,NULL,2986484,3420565,9999-12-31,2013-05-08
338,2012-03-24,FROM,CHANGE OF COMPANY NAME,Wintershall Norge ASA,30.00000,NULL,2986578,5442509,9999-12-31,2013-05-08
338,2012-03-24,TO,CHANGE OF COMPANY NAME,Wintershall Norge AS,30.00000,NULL,2986578,21666830,9999-12-31,2013-05-08
338,2012-01-01,FROM,TRANSFER,RWE Dea Norge AS,20.00000,NULL,2986578,97557,9999-12-31,2013-05-08
338,2012-01-01,TO,TRANSFER,OMV (Norge) AS,20.00000,NULL,2986578,4460594,9999-12-31,2013-05-08
338,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,30.00000,NULL,2986578,3431773,9999-12-31,2013-05-08
338,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,30.00000,NULL,2986578,5442509,9999-12-31,2013-05-08
338,2006-01-02,FROM,TRANSFER,Lundin Norway AS,20.00000,NULL,2986578,2767314,9999-12-31,2013-05-08
338,2006-01-02,TO,TRANSFER,RWE Dea Norge AS,20.00000,NULL,2986578,97557,9999-12-31,2013-05-08
338,2006-01-01,FROM,TRANSFER,Lundin Norway AS,30.00000,NULL,2986578,2767314,9999-12-31,2013-05-08
338,2006-01-01,TO,TRANSFER,Revus Energy ASA,30.00000,NULL,2986578,3431773,9999-12-31,2013-05-08
339,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,70.00000,NULL,2986606,4511658,9999-12-31,2013-05-08
339,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,70.00000,NULL,2986606,17237817,9999-12-31,2013-05-08
339,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,70.00000,NULL,2986606,4511854,9999-12-31,2013-05-08
339,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,70.00000,NULL,2986606,4511658,9999-12-31,2013-05-08
339,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),70.00000,NULL,2986606,1622484,9999-12-31,2013-05-08
339,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,70.00000,NULL,2986606,4511854,9999-12-31,2013-05-08
340,2011-07-04,FROM,CHANGE OF COMPANY NAME,Marathon Petroleum Norge AS,65.00000,NULL,2986630,463,9999-12-31,2013-05-08
340,2011-07-04,TO,CHANGE OF COMPANY NAME,Marathon Oil Norge AS,65.00000,NULL,2986630,20485291,9999-12-31,2013-05-08
340,2007-01-01,FROM,MERGER/TAKEOVER,Norske ConocoPhillips AS,20.00000,NULL,2986630,2399056,9999-12-31,2013-05-08
340,2007-01-01,TO,MERGER/TAKEOVER,ConocoPhillips Skandinavia AS,20.00000,NULL,2986630,2410696,9999-12-31,2013-05-08
340 BS,2011-07-04,FROM,CHANGE OF COMPANY NAME,Marathon Petroleum Norge AS,65.00000,NULL,17320421,463,9999-12-31,2013-05-08
340 BS,2011-07-04,TO,CHANGE OF COMPANY NAME,Marathon Oil Norge AS,65.00000,NULL,17320421,20485291,9999-12-31,2013-05-08
341,2011-07-04,FROM,CHANGE OF COMPANY NAME,Marathon Petroleum Norge AS,12.00000,NULL,2986675,463,9999-12-31,2013-05-08
341,2011-07-04,TO,CHANGE OF COMPANY NAME,Marathon Oil Norge AS,12.00000,NULL,2986675,20485291,9999-12-31,2013-05-08
341,2010-08-31,FROM,TRANSFER,Spring Energy Norway AS,10.00000,NULL,2986675,5072514,9999-12-31,2013-05-08
341,2010-08-31,TO,TRANSFER,GDF SUEZ E&P Norge AS,10.00000,NULL,2986675,5267845,9999-12-31,2013-05-08
341,2010-07-01,FROM,TRANSFER,Talisman Energy Norge AS,11.00000,NULL,2986675,2425093,9999-12-31,2013-05-08
341,2010-07-01,TO,TRANSFER,North Energy ASA,11.00000,NULL,2986675,18082156,9999-12-31,2013-05-08
341,2010-01-02,FROM,TRANSFER,Talisman Energy Norge AS,12.00000,NULL,2986675,2425093,9999-12-31,2013-05-08
341,2010-01-02,TO,TRANSFER,Marathon Petroleum Norge AS,12.00000,NULL,2986675,463,9999-12-31,2013-05-08
341,2010-01-01,FROM,TRANSFER,Wintershall Norge ASA,10.00000,NULL,2986675,5442509,9999-12-31,2013-05-08
341,2010-01-01,TO,TRANSFER,Spring Energy Norway AS,10.00000,NULL,2986675,5072514,9999-12-31,2013-05-08
341,2009-12-22,FROM,MERGER/TAKEOVER,Det norske oljeselskap ASA (old),30.00000,NULL,2986675,4539989,9999-12-31,2013-05-08
341,2009-12-22,TO,MERGER/TAKEOVER,Det norske oljeselskap ASA,30.00000,NULL,2986675,17342870,9999-12-31,2013-05-08
341,2009-03-23,FROM,TRANSFER,Bayerngas Produksjon Norge AS,10.00000,NULL,2986675,5461974,9999-12-31,2013-05-08
341,2009-03-23,TO,TRANSFER,Bayerngas Norge AS,10.00000,NULL,2986675,4444493,9999-12-31,2013-05-08
341,2009-01-21,FROM,CHANGE OF COMPANY NAME,PA Resources Norway AS,10.00000,NULL,2986675,3986418,9999-12-31,2013-05-08
341,2009-01-21,TO,CHANGE OF COMPANY NAME,Bayerngas Produksjon Norge AS,10.00000,NULL,2986675,5461974,9999-12-31,2013-05-08
341,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,30.00000,NULL,2986675,3431773,9999-12-31,2013-05-08
341,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,30.00000,NULL,2986675,5442509,9999-12-31,2013-05-08
341,2008-01-01,FROM,CHANGE OF COMPANY NAME,Noil Energy ASA,30.00000,NULL,2986675,4539976,9999-12-31,2013-05-08
341,2008-01-01,TO,CHANGE OF COMPANY NAME,Det norske oljeselskap ASA (old),30.00000,NULL,2986675,4539989,9999-12-31,2013-05-08
341,2007-11-16,FROM,CHANGE OF COMPANY NAME,Det Norske Oljeselskap ASA (old),30.00000,NULL,2986675,4468177,9999-12-31,2013-05-08
341,2007-11-16,TO,CHANGE OF COMPANY NAME,Noil Energy ASA,30.00000,NULL,2986675,4539976,9999-12-31,2013-05-08
341,2007-06-20,FROM,CHANGE OF COMPANY NAME,Det Norske Oljeselskap AS,30.00000,NULL,2986675,1340609,9999-12-31,2013-05-08
341,2007-06-20,TO,CHANGE OF COMPANY NAME,Det Norske Oljeselskap ASA (old),30.00000,NULL,2986675,4468177,9999-12-31,2013-05-08
341,2006-01-01,FROM,TRANSFER,Det Norske Oljeselskap AS,10.00000,NULL,2986675,1340609,9999-12-31,2013-05-08
341,2006-01-01,TO,TRANSFER,PA Resources Norway AS,10.00000,NULL,2986675,3986418,9999-12-31,2013-05-08
341,2005-05-04,FROM,CHANGE OF COMPANY NAME,Revus Energy AS,30.00000,NULL,2986675,2455850,9999-12-31,2013-05-08
341,2005-05-04,TO,CHANGE OF COMPANY NAME,Revus Energy ASA,30.00000,NULL,2986675,3431773,9999-12-31,2013-05-08
343,2008-01-01,FROM,TRANSFER,Talisman Energy Norge AS,12.25000,NULL,2986758,2425093,9999-12-31,2013-05-08
343,2008-01-01,FROM,TRANSFER,Marathon Petroleum Norge AS,22.75000,NULL,2986758,463,9999-12-31,2013-05-08
343,2008-01-01,TO,TRANSFER,Aker Exploration AS,35.00000,NULL,2986758,4460425,9999-12-31,2013-05-08
343,2005-04-01,FROM,TRANSFER,Talisman Production Norge AS,35.00000,NULL,2986758,3420565,9999-12-31,2013-05-08
343,2005-04-01,TO,TRANSFER,Talisman Energy Norge AS,35.00000,NULL,2986758,2425093,9999-12-31,2013-05-08
343,2005-03-31,FROM,MERGER/TAKEOVER,Pertra AS (OLD),35.00000,NULL,2986758,2069841,9999-12-31,2013-05-08
343,2005-03-31,TO,MERGER/TAKEOVER,Talisman Production Norge AS,35.00000,NULL,2986758,3420565,9999-12-31,2013-05-08
344,2010-09-30,FROM,TRANSFER,Wintershall Norge ASA,35.00000,NULL,2986805,5442509,9999-12-31,2013-05-08
344,2010-09-30,TO,TRANSFER,Spring Energy Norway AS,35.00000,NULL,2986805,5072514,9999-12-31,2013-05-08
344,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,70.00000,NULL,2986805,3431773,9999-12-31,2013-05-08
344,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,70.00000,NULL,2986805,5442509,9999-12-31,2013-05-08
344,2008-01-01,FROM,TRANSFER,Revus Energy ASA,30.00000,NULL,2986805,3431773,9999-12-31,2013-05-08
344,2008-01-01,TO,TRANSFER,Spring Energy Norway AS,30.00000,NULL,2986805,5072514,9999-12-31,2013-05-08
344,2006-12-17,FROM,TRANSFER,Statoil ASA (old),21.87500,NULL,2986805,1622484,9999-12-31,2013-05-08
344,2006-12-17,TO,TRANSFER,Revus Energy ASA,21.87500,NULL,2986805,3431773,9999-12-31,2013-05-08
344,2005-05-04,FROM,CHANGE OF COMPANY NAME,Revus Energy AS,78.12500,NULL,2986805,2455850,9999-12-31,2013-05-08
344,2005-05-04,TO,CHANGE OF COMPANY NAME,Revus Energy ASA,78.12500,NULL,2986805,3431773,9999-12-31,2013-05-08
344 B,2010-09-30,FROM,TRANSFER,Wintershall Norge ASA,35.00000,NULL,4918142,5442509,9999-12-31,2013-05-08
344 B,2010-09-30,TO,TRANSFER,Spring Energy Norway AS,35.00000,NULL,4918142,5072514,9999-12-31,2013-05-08
344 B,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,70.00000,NULL,4918142,3431773,9999-12-31,2013-05-08
344 B,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,70.00000,NULL,4918142,5442509,9999-12-31,2013-05-08
344 B,2008-03-01,FROM,TRANSFER,Revus Energy ASA,30.00000,NULL,4918142,3431773,9999-12-31,2013-05-08
344 B,2008-03-01,TO,TRANSFER,Spring Energy Norway AS,30.00000,NULL,4918142,5072514,9999-12-31,2013-05-08
345,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),70.00000,NULL,2986889,1622484,9999-12-31,2013-05-08
345,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,70.00000,NULL,2986889,4511854,9999-12-31,2013-05-08
346,2006-09-06,FROM,CHANGE OF COMPANY NAME,DONG Norge AS,30.00000,NULL,2986958,1853083,9999-12-31,2013-05-08
346,2006-09-06,TO,CHANGE OF COMPANY NAME,DONG E&P Norge AS,30.00000,NULL,2986958,4070011,9999-12-31,2013-05-08
347,2007-10-02,FROM,CHANGE OF COMPANY NAME,Norwegian Energy Company AS,17.50000,NULL,2986982,3482246,9999-12-31,2013-05-08
347,2007-10-02,TO,CHANGE OF COMPANY NAME,Norwegian Energy Company ASA,17.50000,NULL,2986982,4530695,9999-12-31,2013-05-08
347,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,30.00000,NULL,2986982,4524355,9999-12-31,2013-05-08
347,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.00000,NULL,2986982,4511658,9999-12-31,2013-05-08
347,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,30.00000,NULL,2986982,430,9999-12-31,2013-05-08
347,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,30.00000,NULL,2986982,4524355,9999-12-31,2013-05-08
347,2006-07-01,FROM,TRANSFER,Talisman Resources Norge AS,17.50000,NULL,2986982,3987574,9999-12-31,2013-05-08
347,2006-07-01,TO,TRANSFER,Norwegian Energy Company AS,17.50000,NULL,2986982,3482246,9999-12-31,2013-05-08
347,2006-03-22,FROM,CHANGE OF COMPANY NAME,Paladin Resources Norge AS,17.50000,NULL,2986982,1577943,9999-12-31,2013-05-08
347,2006-03-22,TO,CHANGE OF COMPANY NAME,Talisman Resources Norge AS,17.50000,NULL,2986982,3987574,9999-12-31,2013-05-08
347,2005-01-01,FROM,CHANGE OF COMPANY NAME,OER Oil AS,7.50000,NULL,2986982,2258813,9999-12-31,2013-05-08
347,2005-01-01,TO,CHANGE OF COMPANY NAME,Endeavour Energy Norge AS,7.50000,NULL,2986982,3113213,9999-12-31,2013-05-08
348,2012-02-11,FROM,CHANGE OF COMPANY NAME,E.ON Ruhrgas Norge AS,17.50000,NULL,2987047,2840522,9999-12-31,2013-05-08
348,2012-02-11,TO,CHANGE OF COMPANY NAME,E.ON E&P Norge AS,17.50000,NULL,2987047,21631209,9999-12-31,2013-05-08
348,2011-07-01,FROM,TRANSFER,Norwegian Energy Company ASA,17.50000,NULL,2987047,4530695,9999-12-31,2013-05-08
348,2011-07-01,TO,TRANSFER,Core Energy AS,17.50000,NULL,2987047,20460080,9999-12-31,2013-05-08
348,2011-01-01,FROM,TRANSFER,Petoro AS,7.50000,NULL,2987047,1626839,9999-12-31,2013-05-08
348,2011-01-01,TO,TRANSFER,Faroe Petroleum Norge AS,7.50000,NULL,2987047,4062883,9999-12-31,2013-05-08
348,2010-01-01,FROM,TRANSFER,Concedo ASA,5.00000,NULL,2987047,4460794,9999-12-31,2013-05-08
348,2010-01-01,TO,TRANSFER,Statoil Petroleum AS,5.00000,NULL,2987047,17237817,9999-12-31,2013-05-08
348,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.00000,NULL,2987047,4511658,9999-12-31,2013-05-08
348,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,30.00000,NULL,2987047,17237817,9999-12-31,2013-05-08
348,2009-10-01,FROM,CHANGE OF COMPANY NAME,VNG Norge (Operations) AS,2.50000,NULL,2987047,5497155,9999-12-31,2013-05-08
348,2009-10-01,TO,CHANGE OF COMPANY NAME,VNG Norge AS,2.50000,NULL,2987047,17237193,9999-12-31,2013-05-08
348,2009-05-26,FROM,CHANGE OF COMPANY NAME,Endeavour Energy Norge AS,2.50000,NULL,2987047,3113213,9999-12-31,2013-05-08
348,2009-05-26,TO,CHANGE OF COMPANY NAME,VNG Norge (Operations) AS,2.50000,NULL,2987047,5497155,9999-12-31,2013-05-08
348,2009-01-01,FROM,CHANGE OF COMPANY NAME,Gaz de France Norge AS,20.00000,NULL,2987047,1628733,9999-12-31,2013-05-08
348,2009-01-01,TO,CHANGE OF COMPANY NAME,GDF SUEZ E&P Norge AS,20.00000,NULL,2987047,5267845,9999-12-31,2013-05-08
348,2008-01-01,FROM,TRANSFER,Endeavour Energy Norge AS,5.00000,NULL,2987047,3113213,9999-12-31,2013-05-08
348,2008-01-01,TO,TRANSFER,Concedo ASA,5.00000,NULL,2987047,4460794,9999-12-31,2013-05-08
348,2007-10-02,FROM,CHANGE OF COMPANY NAME,Norwegian Energy Company AS,17.50000,NULL,2987047,3482246,9999-12-31,2013-05-08
348,2007-10-02,TO,CHANGE OF COMPANY NAME,Norwegian Energy Company ASA,17.50000,NULL,2987047,4530695,9999-12-31,2013-05-08
348,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,30.00000,NULL,2987047,4524355,9999-12-31,2013-05-08
348,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.00000,NULL,2987047,4511658,9999-12-31,2013-05-08
348,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,30.00000,NULL,2987047,430,9999-12-31,2013-05-08
348,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,30.00000,NULL,2987047,4524355,9999-12-31,2013-05-08
348,2006-07-01,FROM,TRANSFER,Talisman Resources Norge AS,17.50000,NULL,2987047,3987574,9999-12-31,2013-05-08
348,2006-07-01,TO,TRANSFER,Norwegian Energy Company AS,17.50000,NULL,2987047,3482246,9999-12-31,2013-05-08
348,2006-03-22,FROM,CHANGE OF COMPANY NAME,Paladin Resources Norge AS,17.50000,NULL,2987047,1577943,9999-12-31,2013-05-08
348,2006-03-22,TO,CHANGE OF COMPANY NAME,Talisman Resources Norge AS,17.50000,NULL,2987047,3987574,9999-12-31,2013-05-08
348,2005-01-01,FROM,CHANGE OF COMPANY NAME,OER Oil AS,7.50000,NULL,2987047,2258813,9999-12-31,2013-05-08
348,2005-01-01,TO,CHANGE OF COMPANY NAME,Endeavour Energy Norge AS,7.50000,NULL,2987047,3113213,9999-12-31,2013-05-08
348 B,2012-02-11,FROM,CHANGE OF COMPANY NAME,E.ON Ruhrgas Norge AS,17.50000,NULL,20109261,2840522,9999-12-31,2013-05-08
348 B,2012-02-11,TO,CHANGE OF COMPANY NAME,E.ON E&P Norge AS,17.50000,NULL,20109261,21631209,9999-12-31,2013-05-08
348 B,2011-07-01,FROM,TRANSFER,Norwegian Energy Company ASA,17.50000,NULL,20109261,4530695,9999-12-31,2013-05-08
348 B,2011-07-01,TO,TRANSFER,Core Energy AS,17.50000,NULL,20109261,20460080,9999-12-31,2013-05-08
348 B,2011-02-05,FROM,TRANSFER,Petoro AS,7.50000,NULL,20109261,1626839,9999-12-31,2013-05-08
348 B,2011-02-05,TO,TRANSFER,Faroe Petroleum Norge AS,7.50000,NULL,20109261,4062883,9999-12-31,2013-05-08
349,2006-03-01,FROM,CHANGE OF COMPANY NAME,Pertra AS,5.00000,NULL,2987098,3425724,9999-12-31,2013-05-08
349,2006-03-01,TO,CHANGE OF COMPANY NAME,Pertra ASA,5.00000,NULL,2987098,3964368,9999-12-31,2013-05-08
349,2005-04-02,FROM,TRANSFER,Talisman Production Norge AS,30.00000,NULL,2987098,3420565,9999-12-31,2013-05-08
349,2005-04-02,TO,TRANSFER,Talisman Energy Norge AS,30.00000,NULL,2987098,2425093,9999-12-31,2013-05-08
349,2005-04-01,FROM,TRANSFER,Talisman Production Norge AS,5.00000,NULL,2987098,3420565,9999-12-31,2013-05-08
349,2005-04-01,TO,TRANSFER,Pertra AS,5.00000,NULL,2987098,3425724,9999-12-31,2013-05-08
349,2005-03-31,FROM,MERGER/TAKEOVER,Pertra AS (OLD),35.00000,NULL,2987098,2069841,9999-12-31,2013-05-08
349,2005-03-31,TO,MERGER/TAKEOVER,Talisman Production Norge AS,35.00000,NULL,2987098,3420565,9999-12-31,2013-05-08
350,2012-02-11,FROM,CHANGE OF COMPANY NAME,E.ON Ruhrgas Norge AS,40.00000,NULL,2987133,2840522,9999-12-31,2013-05-08
350,2012-02-11,TO,CHANGE OF COMPANY NAME,E.ON E&P Norge AS,40.00000,NULL,2987133,21631209,9999-12-31,2013-05-08
350,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.00000,NULL,2987133,4511658,9999-12-31,2013-05-08
350,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,30.00000,NULL,2987133,17237817,9999-12-31,2013-05-08
350,2009-01-03,FROM,TRANSFER,StatoilHydro Petroleum AS,30.00000,NULL,2987133,4511658,9999-12-31,2013-05-08
350,2009-01-03,TO,TRANSFER,PGNiG Norway AS,30.00000,NULL,2987133,4505831,9999-12-31,2013-05-08
350,2009-01-02,FROM,TRANSFER,StatoilHydro Petroleum AS,30.00000,NULL,2987133,4511658,9999-12-31,2013-05-08
350,2009-01-02,TO,TRANSFER,E.ON Ruhrgas Norge AS,30.00000,NULL,2987133,2840522,9999-12-31,2013-05-08
350,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,55.00000,NULL,2987133,4511854,9999-12-31,2013-05-08
350,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,55.00000,NULL,2987133,4511658,9999-12-31,2013-05-08
350,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),55.00000,NULL,2987133,1622484,9999-12-31,2013-05-08
350,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,35.00000,NULL,2987133,4524355,9999-12-31,2013-05-08
350,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,55.00000,NULL,2987133,4511854,9999-12-31,2013-05-08
350,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,35.00000,NULL,2987133,4511658,9999-12-31,2013-05-08
350,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,35.00000,NULL,2987133,430,9999-12-31,2013-05-08
350,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,35.00000,NULL,2987133,4524355,9999-12-31,2013-05-08
350 B,2012-02-11,FROM,CHANGE OF COMPANY NAME,E.ON Ruhrgas Norge AS,40.00000,NULL,21569025,2840522,9999-12-31,2013-05-08
350 B,2012-02-11,TO,CHANGE OF COMPANY NAME,E.ON E&P Norge AS,40.00000,NULL,21569025,21631209,9999-12-31,2013-05-08
351,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),60.00000,NULL,2987183,1622484,9999-12-31,2013-05-08
351,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,40.00000,NULL,2987183,4524355,9999-12-31,2013-05-08
351,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,60.00000,NULL,2987183,4511854,9999-12-31,2013-05-08
351,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,40.00000,NULL,2987183,4511658,9999-12-31,2013-05-08
351,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,40.00000,NULL,2987183,430,9999-12-31,2013-05-08
351,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,40.00000,NULL,2987183,4524355,9999-12-31,2013-05-08
352,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),70.00000,NULL,2987228,1622484,9999-12-31,2013-05-08
352,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,70.00000,NULL,2987228,4511854,9999-12-31,2013-05-08
352,2006-09-06,FROM,CHANGE OF COMPANY NAME,DONG Norge AS,30.00000,NULL,2987228,1853083,9999-12-31,2013-05-08
352,2006-09-06,TO,CHANGE OF COMPANY NAME,DONG E&P Norge AS,30.00000,NULL,2987228,4070011,9999-12-31,2013-05-08
353,2005-01-01,FROM,TRANSFER,Norsk Hydro Produksjon AS,20.00000,NULL,2987265,430,9999-12-31,2013-05-08
353,2005-01-01,TO,TRANSFER,Wintershall Norge AS (old),20.00000,NULL,2987265,3482302,9999-12-31,2013-05-08
354,2009-10-01,FROM,CHANGE OF COMPANY NAME,VNG Norge (Operations) AS,65.00000,NULL,3810204,5497155,9999-12-31,2013-05-08
354,2009-10-01,TO,CHANGE OF COMPANY NAME,VNG Norge AS,65.00000,NULL,3810204,17237193,9999-12-31,2013-05-08
354,2009-05-26,FROM,CHANGE OF COMPANY NAME,Endeavour Energy Norge AS,65.00000,NULL,3810204,3113213,9999-12-31,2013-05-08
354,2009-05-26,TO,CHANGE OF COMPANY NAME,VNG Norge (Operations) AS,65.00000,NULL,3810204,5497155,9999-12-31,2013-05-08
354,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,35.00000,NULL,3810204,3431773,9999-12-31,2013-05-08
354,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,35.00000,NULL,3810204,5442509,9999-12-31,2013-05-08
354,2009-01-01,TO,TRANSFER,Revus Energy ASA,15.00000,NULL,3810204,3431773,9999-12-31,2013-05-08
354,2009-01-01,FROM,TRANSFER,Petro-Canada Norge AS,30.00000,NULL,3810204,3960945,9999-12-31,2013-05-08
354,2009-01-01,TO,TRANSFER,Endeavour Energy Norge AS,15.00000,NULL,3810204,3113213,9999-12-31,2013-05-08
354,2006-01-07,FROM,CHANGE OF COMPANY NAME,Petro-Canada UK Limited,30.00000,NULL,3810204,3437846,9999-12-31,2013-05-08
354,2006-01-07,TO,CHANGE OF COMPANY NAME,Petro-Canada Norge AS,30.00000,NULL,3810204,3960945,9999-12-31,2013-05-08
354 B,2009-10-01,FROM,CHANGE OF COMPANY NAME,VNG Norge (Operations) AS,65.00000,NULL,4237131,5497155,9999-12-31,2013-05-08
354 B,2009-10-01,TO,CHANGE OF COMPANY NAME,VNG Norge AS,65.00000,NULL,4237131,17237193,9999-12-31,2013-05-08
354 B,2009-05-26,FROM,CHANGE OF COMPANY NAME,Endeavour Energy Norge AS,65.00000,NULL,4237131,3113213,9999-12-31,2013-05-08
354 B,2009-05-26,TO,CHANGE OF COMPANY NAME,VNG Norge (Operations) AS,65.00000,NULL,4237131,5497155,9999-12-31,2013-05-08
354 B,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,35.00000,NULL,4237131,3431773,9999-12-31,2013-05-08
354 B,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,35.00000,NULL,4237131,5442509,9999-12-31,2013-05-08
354 B,2009-01-01,TO,TRANSFER,Revus Energy ASA,15.00000,NULL,4237131,3431773,9999-12-31,2013-05-08
354 B,2009-01-01,FROM,TRANSFER,Petro-Canada Norge AS,30.00000,NULL,4237131,3960945,9999-12-31,2013-05-08
354 B,2009-01-01,TO,TRANSFER,Endeavour Energy Norge AS,15.00000,NULL,4237131,3113213,9999-12-31,2013-05-08
355,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,50.00000,NULL,3812175,4511658,9999-12-31,2013-05-08
355,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,50.00000,NULL,3812175,17237817,9999-12-31,2013-05-08
355,2008-02-01,FROM,TRANSFER,Wintershall Norge AS (old),20.00000,NULL,3812175,3482302,9999-12-31,2013-05-08
355,2008-02-01,TO,TRANSFER,Maersk Oil Norway AS,10.00000,NULL,3812175,4719674,9999-12-31,2013-05-08
355,2008-02-01,TO,TRANSFER,StatoilHydro Petroleum AS,10.00000,NULL,3812175,4511658,9999-12-31,2013-05-08
355,2007-10-02,FROM,CHANGE OF COMPANY NAME,Maersk Oil Exploration Norway AS,40.00000,NULL,3812175,3960933,9999-12-31,2013-05-08
355,2007-10-02,TO,CHANGE OF COMPANY NAME,Maersk Oil Norway AS,40.00000,NULL,3812175,4719674,9999-12-31,2013-05-08
355,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,40.00000,NULL,3812175,4524355,9999-12-31,2013-05-08
355,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,40.00000,NULL,3812175,4511658,9999-12-31,2013-05-08
355,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,40.00000,NULL,3812175,430,9999-12-31,2013-05-08
355,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,40.00000,NULL,3812175,4524355,9999-12-31,2013-05-08
