baaName,baaTransferDateValidFrom,baaTransferDirection,baaTransferKind,cmpLongName,baaTransferredInterest,baaTransferSdfi,baaNpdidBsnsArrArea,cmpNpdidCompany,baaTransferDateUpdated,dateSyncNPD
OSEBERG SØR UNIT,2002-10-01,TO,NULL,Petoro AS,8.22000,NULL,40638,1626839,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2002-03-19,FROM,NULL,Petoro AS,11.98000,NULL,40638,1626839,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2002-03-19,TO,NULL,TotalFinaElf Exploration Norge AS,10.00000,NULL,40638,1340884,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2002-03-19,TO,NULL,Norsk Hydro Produksjon AS,1.98000,NULL,40638,430,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2001-06-17,FROM,NULL,SDØE,38.36000,NULL,40638,1623450,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2001-06-17,TO,NULL,Petoro AS,38.36000,NULL,40638,1626839,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,56.58000,NULL,40638,749,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2001-05-10,TO,NULL,Statoil ASA (old),18.22000,NULL,40638,1622484,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2001-05-10,TO,NULL,SDØE,38.36000,NULL,40638,1623450,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2001-01-11,FROM,NULL,Saga Petroleum ASA,10.14000,NULL,40638,716,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2001-01-11,TO,NULL,Norsk Hydro Produksjon AS,10.14000,NULL,40638,430,9999-12-31,2013-05-08
OSEBERG UNIT,2003-05-06,FROM,NULL,TotalFinaElf Exploration Norge AS,10.00000,NULL,41040,1340884,9999-12-31,2013-05-08
OSEBERG UNIT,2003-05-06,TO,NULL,Total E&P Norge AS,10.00000,NULL,41040,2410708,9999-12-31,2013-05-08
OSEBERG UNIT,2003-03-22,FROM,NULL,Norske Conoco A/S,2.40000,NULL,41040,221,9999-12-31,2013-05-08
OSEBERG UNIT,2003-03-22,TO,NULL,Norske ConocoPhillips AS,2.40000,NULL,41040,2399056,9999-12-31,2013-05-08
OSEBERG UNIT,2002-12-01,FROM,NULL,Petoro AS,0.37280,NULL,41040,1626839,9999-12-31,2013-05-08
OSEBERG UNIT,2002-12-01,TO,NULL,Mobil Development Norway AS,0.37280,NULL,41040,474,9999-12-31,2013-05-08
OSEBERG UNIT,2002-10-01,FROM,NULL,Petoro AS,3.70000,NULL,41040,1626839,9999-12-31,2013-05-08
OSEBERG UNIT,2002-10-01,TO,NULL,Statoil ASA (old),1.30000,NULL,41040,1622484,9999-12-31,2013-05-08
OSEBERG UNIT,2002-10-01,TO,NULL,Norske Conoco A/S,2.40000,NULL,41040,221,9999-12-31,2013-05-08
OSEBERG UNIT,2002-03-19,FROM,NULL,Petoro AS,13.11099,NULL,41040,1626839,9999-12-31,2013-05-08
OSEBERG UNIT,2002-03-19,TO,NULL,Norsk Hydro Produksjon AS,11.76538,NULL,41040,430,9999-12-31,2013-05-08
OSEBERG UNIT,2002-03-19,TO,NULL,TotalFinaElf Exploration Norge AS,1.34561,NULL,41040,1340884,9999-12-31,2013-05-08
OSEBERG UNIT,2001-12-18,FROM,NULL,Total Norge AS,2.88480,NULL,41040,848,9999-12-31,2013-05-08
OSEBERG UNIT,2001-12-18,TO,NULL,TotalFinaElf Exploration Norge AS,2.88480,NULL,41040,1340884,9999-12-31,2013-05-08
OSEBERG UNIT,2001-06-17,FROM,NULL,SDØE,50.78379,NULL,41040,1623450,9999-12-31,2013-05-08
OSEBERG UNIT,2001-06-17,TO,NULL,Petoro AS,50.78379,NULL,41040,1626839,9999-12-31,2013-05-08
OSEBERG UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,64.78379,NULL,41040,749,9999-12-31,2013-05-08
OSEBERG UNIT,2001-05-10,TO,NULL,Statoil ASA (old),14.00000,NULL,41040,1622484,9999-12-31,2013-05-08
OSEBERG UNIT,2001-05-10,TO,NULL,SDØE,50.78379,NULL,41040,1623450,9999-12-31,2013-05-08
OSEBERG UNIT,2001-01-11,FROM,NULL,Saga Petroleum ASA,8.55276,NULL,41040,716,9999-12-31,2013-05-08
OSEBERG UNIT,2001-01-11,TO,NULL,Norsk Hydro Produksjon AS,8.55276,NULL,41040,430,9999-12-31,2013-05-08
OSEBERG UNIT,2000-07-20,FROM,NULL,Elf Petroleum Norge AS,5.76959,NULL,41040,298,9999-12-31,2013-05-08
OSEBERG UNIT,2000-07-20,TO,NULL,TotalFinaElf Exploration Norge AS,5.76959,NULL,41040,1340884,9999-12-31,2013-05-08
OSEBERG UNIT,1994-01-01,FROM,NULL,Saga Petroleum ASA,0.05724,NULL,41040,716,9999-12-31,2013-05-08
OSEBERG UNIT,1994-01-01,FROM,NULL,Norsk Hydro Produksjon AS,0.06814,NULL,41040,430,9999-12-31,2013-05-08
OSEBERG UNIT,1994-01-01,FROM,NULL,Den norske stats oljeselskap a.s,0.25621,0.25621,41040,749,9999-12-31,2013-05-08
OSEBERG UNIT,1994-01-01,TO,NULL,Total Norge AS,0.08480,NULL,41040,848,9999-12-31,2013-05-08
OSEBERG UNIT,1994-01-01,TO,NULL,Mobil Development Norway AS,0.12720,NULL,41040,474,9999-12-31,2013-05-08
OSEBERG UNIT,1994-01-01,TO,NULL,Elf Petroleum Norge AS,0.16959,NULL,41040,298,9999-12-31,2013-05-08
OSEBERG UNIT,1988-04-01,FROM,NULL,Total Norge AS,0.40000,NULL,41040,848,9999-12-31,2013-05-08
OSEBERG UNIT,1988-04-01,FROM,NULL,Mobil Development Norway AS,0.60000,NULL,41040,474,9999-12-31,2013-05-08
OSEBERG UNIT,1988-04-01,FROM,NULL,Elf Petroleum Norge AS,0.80000,NULL,41040,298,9999-12-31,2013-05-08
OSEBERG UNIT,1988-04-01,TO,NULL,Den norske stats oljeselskap a.s,1.80000,1.80000,41040,749,9999-12-31,2013-05-08
RINGHORNE ØST UNIT,2011-11-04,FROM,TRANSFER,Petoro AS,7.80000,NULL,3505593,1626839,9999-12-31,2013-05-08
RINGHORNE ØST UNIT,2011-11-04,TO,TRANSFER,Faroe Petroleum Norge AS,7.80000,NULL,3505593,4062883,9999-12-31,2013-05-08
RINGHORNE ØST UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,14.82000,NULL,3505593,4511658,9999-12-31,2013-05-08
RINGHORNE ØST UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,14.82000,NULL,3505593,17237817,9999-12-31,2013-05-08
RINGHORNE ØST UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,3.12000,NULL,3505593,4511854,9999-12-31,2013-05-08
RINGHORNE ØST UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,3.12000,NULL,3505593,4511658,9999-12-31,2013-05-08
RINGHORNE ØST UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),3.12000,NULL,3505593,1622484,9999-12-31,2013-05-08
RINGHORNE ØST UNIT,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,11.70000,NULL,3505593,4524355,9999-12-31,2013-05-08
RINGHORNE ØST UNIT,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,11.70000,NULL,3505593,4511658,9999-12-31,2013-05-08
RINGHORNE ØST UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,3.12000,NULL,3505593,4511854,9999-12-31,2013-05-08
RINGHORNE ØST UNIT,2007-01-01,FROM,NULL,Norsk Hydro Produksjon AS,11.70000,NULL,3505593,430,9999-12-31,2013-05-08
RINGHORNE ØST UNIT,2007-01-01,TO,NULL,Norsk Hydro Petroleum AS,11.70000,NULL,3505593,4524355,9999-12-31,2013-05-08
SA-A,2001-06-01,FROM,NULL,SDØE,30.00000,NULL,1630961,1623450,9999-12-31,2013-05-08
SA-A,2001-06-01,TO,NULL,Statoil ASA (old),30.00000,NULL,1630961,1622484,9999-12-31,2013-05-08
SA-A,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,45.00000,NULL,1630961,749,9999-12-31,2013-05-08
SA-A,2001-05-10,TO,NULL,SDØE,30.00000,NULL,1630961,1623450,9999-12-31,2013-05-08
SA-A,2001-05-10,TO,NULL,Statoil ASA (old),15.00000,NULL,1630961,1622484,9999-12-31,2013-05-08
SA-A,2001-01-11,FROM,NULL,Saga Petroleum ASA,10.00000,NULL,1630961,716,9999-12-31,2013-05-08
SA-A,2001-01-11,TO,NULL,Norsk Hydro Produksjon AS,10.00000,NULL,1630961,430,9999-12-31,2013-05-08
SA-A,2000-07-24,FROM,NULL,Elf Petroleum Norge AS,10.00000,NULL,1630961,298,9999-12-31,2013-05-08
SA-A,2000-07-24,TO,NULL,TotalFinaElf Exploration Norge AS,10.00000,NULL,1630961,1340884,9999-12-31,2013-05-08
SA-C,2004-01-01,FROM,NULL,Norsk Agip  AS,6.00000,NULL,1631138,45,9999-12-31,2013-05-08
SA-C,2004-01-01,TO,NULL,Eni Norge AS,6.00000,NULL,1631138,2388594,9999-12-31,2013-05-08
SA-C,2003-12-31,FROM,NULL,Norsk Agip  AS,15.00000,NULL,1631138,45,9999-12-31,2013-05-08
SA-C,2003-12-31,TO,NULL,Eni Norge AS,15.00000,NULL,1631138,2388594,9999-12-31,2013-05-08
SA-C,2003-03-04,FROM,NULL,Fortum Petroleum AS,10.00000,NULL,1631138,102714,9999-12-31,2013-05-08
SA-C,2003-03-04,TO,NULL,Eni Norge AS,10.00000,NULL,1631138,2388594,9999-12-31,2013-05-08
SA-C,2002-08-30,FROM,TRANSFER,Enterprise Oil Norge AS,15.00000,NULL,1631138,1853786,9999-12-31,2013-05-08
SA-C,2002-08-30,TO,TRANSFER,Norsk Hydro Produksjon AS,9.00000,NULL,1631138,430,9999-12-31,2013-05-08
SA-C,2002-08-30,TO,TRANSFER,Norsk Agip  AS,6.00000,NULL,1631138,45,9999-12-31,2013-05-08
SA-C,2001-12-31,FROM,CHANGE OF COMPANY NAME,Enterprise Oil Norwegian AS,15.00000,NULL,1631138,342,9999-12-31,2013-05-08
SA-C,2001-12-31,TO,CHANGE OF COMPANY NAME,Enterprise Oil Norge AS,15.00000,NULL,1631138,1853786,9999-12-31,2013-05-08
SA-C,2001-06-01,FROM,NULL,SDØE,20.00000,NULL,1631138,1623450,9999-12-31,2013-05-08
SA-C,2001-06-01,TO,NULL,Statoil ASA (old),20.00000,NULL,1631138,1622484,9999-12-31,2013-05-08
SA-C,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,40.00000,NULL,1631138,749,9999-12-31,2013-05-08
SA-C,2001-05-10,TO,NULL,SDØE,20.00000,NULL,1631138,1623450,9999-12-31,2013-05-08
SA-C,2001-05-10,TO,NULL,Statoil ASA (old),20.00000,NULL,1631138,1622484,9999-12-31,2013-05-08
SA-C,2001-01-11,FROM,NULL,Saga Petroleum ASA,20.00000,NULL,1631138,716,9999-12-31,2013-05-08
SA-C,2001-01-11,TO,NULL,Norsk Hydro Produksjon AS,20.00000,NULL,1631138,430,9999-12-31,2013-05-08
SA-C,1999-04-13,FROM,NULL,Neste Petroleum AS,10.00000,NULL,1631138,496,9999-12-31,2013-05-08
SA-C,1999-04-13,TO,NULL,Fortum Petroleum AS,10.00000,NULL,1631138,102714,9999-12-31,2013-05-08
SA-F,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),55.00000,NULL,1631341,1622484,9999-12-31,2013-05-08
SA-F,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Produksjon AS,30.00000,NULL,1631341,430,9999-12-31,2013-05-08
SA-F,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,55.00000,NULL,1631341,4511854,9999-12-31,2013-05-08
SA-F,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.00000,NULL,1631341,4511658,9999-12-31,2013-05-08
SA-F,2003-12-23,FROM,NULL,Amerada Hess Norge AS,15.00000,NULL,1631341,67,9999-12-31,2013-05-08
SA-F,2003-12-23,TO,NULL,Gaz de France Norge AS,15.00000,NULL,1631341,1628733,9999-12-31,2013-05-08
SA-F,2002-07-07,FROM,NULL,Mobil Development Norway AS,20.00000,NULL,1631341,474,9999-12-31,2013-05-08
SA-F,2002-07-07,TO,NULL,Statoil ASA (old),20.00000,NULL,1631341,1622484,9999-12-31,2013-05-08
SA-F,2001-06-01,FROM,NULL,SDØE,20.00000,NULL,1631341,1623450,9999-12-31,2013-05-08
SA-F,2001-06-01,TO,NULL,Statoil ASA (old),20.00000,NULL,1631341,1622484,9999-12-31,2013-05-08
SA-F,2001-05-10,FROM,NULL,Det Norske Oljeselskap AS,35.00000,NULL,1631341,1340609,9999-12-31,2013-05-08
SA-F,2001-05-10,TO,NULL,SDØE,20.00000,NULL,1631341,1623450,9999-12-31,2013-05-08
SA-F,2001-05-10,TO,NULL,Statoil ASA (old),15.00000,NULL,1631341,1622484,9999-12-31,2013-05-08
SA-F,2001-01-11,FROM,NULL,Saga Petroleum ASA,15.00000,NULL,1631341,716,9999-12-31,2013-05-08
SA-F,2001-01-11,TO,NULL,Norsk Hydro Produksjon AS,15.00000,NULL,1631341,430,9999-12-31,2013-05-08
SA-G,2003-12-31,FROM,NULL,Norsk Agip  AS,15.00000,NULL,1631599,45,9999-12-31,2013-05-08
SA-G,2003-12-31,TO,NULL,Eni Norge AS,15.00000,NULL,1631599,2388594,9999-12-31,2013-05-08
SA-G,2001-06-01,FROM,NULL,SDØE,20.00000,NULL,1631599,1623450,9999-12-31,2013-05-08
SA-G,2001-06-01,TO,NULL,Statoil ASA (old),20.00000,NULL,1631599,1622484,9999-12-31,2013-05-08
SA-G,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,50.00000,NULL,1631599,749,9999-12-31,2013-05-08
SA-G,2001-05-10,TO,NULL,SDØE,20.00000,NULL,1631599,1623450,9999-12-31,2013-05-08
SA-G,2001-05-10,TO,NULL,Statoil ASA (old),30.00000,NULL,1631599,1622484,9999-12-31,2013-05-08
SA-G,2001-01-11,FROM,NULL,Saga Petroleum ASA,20.00000,NULL,1631599,716,9999-12-31,2013-05-08
SA-G,2001-01-11,TO,NULL,Norsk Hydro Produksjon AS,20.00000,NULL,1631599,430,9999-12-31,2013-05-08
SA-SB,2006-03-22,FROM,NULL,Paladin Resources Norge AS,10.00000,NULL,1631767,1577943,9999-12-31,2013-05-08
SA-SB,2006-03-22,TO,NULL,Talisman Resources Norge AS,10.00000,NULL,1631767,3987574,9999-12-31,2013-05-08
SA-SB,2003-06-24,FROM,NULL,Enterprise Oil Norge AS,10.00000,NULL,1631767,1853786,9999-12-31,2013-05-08
SA-SB,2003-06-24,TO,NULL,Paladin Resources Norge AS,10.00000,NULL,1631767,1577943,9999-12-31,2013-05-08
SA-SB,2001-12-31,FROM,NULL,Enterprise Oil Norwegian AS,40.00000,NULL,1631767,342,9999-12-31,2013-05-08
SA-SB,2001-12-31,TO,NULL,Enterprise Oil Norge AS,40.00000,NULL,1631767,1853786,9999-12-31,2013-05-08
SKARV UNIT,2012-02-11,FROM,CHANGE OF COMPANY NAME,E.ON Ruhrgas Norge AS,28.08250,NULL,4468539,2840522,9999-12-31,2013-05-08
SKARV UNIT,2012-02-11,TO,CHANGE OF COMPANY NAME,E.ON E&P Norge AS,28.08250,NULL,4468539,21631209,9999-12-31,2013-05-08
SKARV UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,36.16500,NULL,4468539,4511658,9999-12-31,2013-05-08
SKARV UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,36.16500,NULL,4468539,17237817,9999-12-31,2013-05-08
SKARV UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,36.16500,NULL,4468539,4511854,9999-12-31,2013-05-08
SKARV UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,36.16500,NULL,4468539,4511658,9999-12-31,2013-05-08
SKARV UNIT,2008-01-01,FROM,NULL,StatoilHydro Petroleum AS,2.05500,NULL,4468539,4511658,9999-12-31,2013-05-08
SKARV UNIT,2008-01-01,TO,NULL,StatoilHydro ASA,2.05500,NULL,4468539,4511854,9999-12-31,2013-05-08
SKARV UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),34.11000,NULL,4468539,1622484,9999-12-31,2013-05-08
SKARV UNIT,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,2.05500,NULL,4468539,4524355,9999-12-31,2013-05-08
SKARV UNIT,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,2.05500,NULL,4468539,4511658,9999-12-31,2013-05-08
SKARV UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,34.11000,NULL,4468539,4511854,9999-12-31,2013-05-08
SKARV UNIT,2007-06-30,FROM,NULL,Enterprise Oil Norge AS,28.08250,NULL,4468539,1853786,9999-12-31,2013-05-08
SKARV UNIT,2007-06-30,TO,NULL,E.ON Ruhrgas Norge AS,28.08250,NULL,4468539,2840522,9999-12-31,2013-05-08
SKARV UNIT,2007-06-29,FROM,NULL,Mobil Development Norway AS,11.91750,NULL,4468539,474,9999-12-31,2013-05-08
SKARV UNIT,2007-06-29,TO,NULL,PGNiG Norway AS,11.91750,NULL,4468539,4505831,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,58.34944,NULL,40848,4511658,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,58.34944,NULL,40848,17237817,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,49.50291,NULL,40848,4511854,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,49.50291,NULL,40848,4511658,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),49.50291,NULL,40848,1622484,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,8.84653,NULL,40848,4524355,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,49.50291,NULL,40848,4511854,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,8.84653,NULL,40848,4511658,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2007-01-01,FROM,NULL,Norsk Hydro Produksjon AS,8.84653,NULL,40848,430,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2007-01-01,TO,NULL,Norsk Hydro Petroleum AS,8.84653,NULL,40848,4524355,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2004-10-01,FROM,NULL,Esso Exploration and Production Norway A/S,32.23936,NULL,40848,353,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2004-10-01,TO,NULL,ExxonMobil Exploration & Production Norway AS,32.23936,NULL,40848,2835212,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2003-05-06,FROM,NULL,TotalFinaElf Exploration Norge AS,9.41120,NULL,40848,1340884,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2003-05-06,TO,NULL,Total E&P Norge AS,9.41120,NULL,40848,2410708,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2001-06-01,FROM,NULL,SDØE,32.37453,NULL,40848,1623450,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2001-06-01,TO,NULL,Statoil ASA (old),32.37453,NULL,40848,1622484,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,49.50291,NULL,40848,749,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2001-05-10,TO,NULL,Statoil ASA (old),17.12838,NULL,40848,1622484,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2001-05-10,TO,NULL,SDØE,32.37453,NULL,40848,1623450,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2000-07-24,FROM,NULL,Elf Petroleum Norge AS,9.41120,NULL,40848,298,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,2000-07-24,TO,NULL,TotalFinaElf Exploration Norge AS,9.41120,NULL,40848,1340884,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,1998-01-01,FROM,NULL,Total Norge AS,0.94112,NULL,40848,848,9999-12-31,2013-05-08
SLEIPNER VEST UNIT,1998-01-01,TO,NULL,Elf Petroleum Norge AS,0.94112,NULL,40848,298,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,59.60000,NULL,41211,4511658,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,59.60000,NULL,41211,17237817,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,49.60000,NULL,41211,4511854,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,49.60000,NULL,41211,4511658,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),49.60000,NULL,41211,1622484,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,10.00000,NULL,41211,4524355,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,49.60000,NULL,41211,4511854,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,10.00000,NULL,41211,4511658,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2007-01-01,FROM,NULL,Norsk Hydro Produksjon AS,10.00000,NULL,41211,430,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2007-01-01,TO,NULL,Norsk Hydro Petroleum AS,10.00000,NULL,41211,4524355,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2004-10-01,FROM,NULL,Esso Exploration and Production Norway A/S,30.40000,NULL,41211,353,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2004-10-01,TO,NULL,ExxonMobil Exploration & Production Norway AS,30.40000,NULL,41211,2835212,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2003-05-06,FROM,NULL,TotalFinaElf Exploration Norge AS,10.00000,NULL,41211,1340884,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2003-05-06,TO,NULL,Total E&P Norge AS,10.00000,NULL,41211,2410708,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2001-06-01,FROM,NULL,SDØE,29.60000,NULL,41211,1623450,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2001-06-01,TO,NULL,Statoil ASA (old),29.60000,NULL,41211,1622484,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,49.60000,NULL,41211,749,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2001-05-10,TO,NULL,SDØE,29.60000,NULL,41211,1623450,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2001-05-10,TO,NULL,Statoil ASA (old),20.00000,NULL,41211,1622484,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2000-07-24,FROM,NULL,Elf Petroleum Norge AS,10.00000,NULL,41211,298,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,2000-07-24,TO,NULL,TotalFinaElf Exploration Norge AS,10.00000,NULL,41211,1340884,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,1998-01-01,FROM,NULL,Total Norge AS,1.00000,NULL,41211,848,9999-12-31,2013-05-08
SLEIPNER ØST UNIT,1998-01-01,TO,NULL,Elf Petroleum Norge AS,1.00000,NULL,41211,298,9999-12-31,2013-05-08
SNORRE UNIT,2012-01-01,FROM,TRANSFER,Total E&P Norge AS,6.17860,NULL,40906,2410708,9999-12-31,2013-05-08
SNORRE UNIT,2012-01-01,TO,TRANSFER,ExxonMobil Exploration & Production Norway AS,6.17860,NULL,40906,2835212,9999-12-31,2013-05-08
SNORRE UNIT,2011-01-01,FROM,TRANSFER,Hess Norge AS,1.03840,NULL,40906,4038735,9999-12-31,2013-05-08
SNORRE UNIT,2011-01-01,TO,TRANSFER,Core Energy AS,1.03840,NULL,40906,20460080,9999-12-31,2013-05-08
SNORRE UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,33.31690,NULL,40906,4511658,9999-12-31,2013-05-08
SNORRE UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,33.31690,NULL,40906,17237817,9999-12-31,2013-05-08
SNORRE UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,15.54970,NULL,40906,4511854,9999-12-31,2013-05-08
SNORRE UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,15.54970,NULL,40906,4511658,9999-12-31,2013-05-08
SNORRE UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),15.54970,NULL,40906,1622484,9999-12-31,2013-05-08
SNORRE UNIT,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,17.76720,NULL,40906,4524355,9999-12-31,2013-05-08
SNORRE UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,15.54970,NULL,40906,4511854,9999-12-31,2013-05-08
SNORRE UNIT,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,17.76720,NULL,40906,4511658,9999-12-31,2013-05-08
SNORRE UNIT,2007-01-01,FROM,NULL,Norsk Hydro Produksjon AS,17.76720,NULL,40906,430,9999-12-31,2013-05-08
SNORRE UNIT,2007-01-01,TO,NULL,Norsk Hydro Petroleum AS,17.76720,NULL,40906,4524355,9999-12-31,2013-05-08
SNORRE UNIT,2006-06-26,FROM,NULL,Amerada Hess Norge AS,1.03840,NULL,40906,67,9999-12-31,2013-05-08
SNORRE UNIT,2006-06-26,TO,NULL,Hess Norge AS,1.03840,NULL,40906,4038735,9999-12-31,2013-05-08
SNORRE UNIT,2006-05-01,FROM,NULL,Amerada Hess Norge AS,0.14220,NULL,40906,67,9999-12-31,2013-05-08
SNORRE UNIT,2006-05-01,FROM,NULL,RWE Dea Norge AS,0.59750,NULL,40906,97557,9999-12-31,2013-05-08
SNORRE UNIT,2006-05-01,FROM,NULL,Statoil ASA (old),0.02760,NULL,40906,1622484,9999-12-31,2013-05-08
SNORRE UNIT,2006-05-01,TO,NULL,Total E&P Norge AS,0.22760,NULL,40906,2410708,9999-12-31,2013-05-08
SNORRE UNIT,2006-05-01,TO,NULL,Norsk Hydro Produksjon AS,0.11290,NULL,40906,430,9999-12-31,2013-05-08
SNORRE UNIT,2006-05-01,TO,NULL,ExxonMobil Exploration & Production Norway AS,0.42680,NULL,40906,2835212,9999-12-31,2013-05-08
SNORRE UNIT,2005-01-01,FROM,NULL,Enterprise Oil Norge AS,1.18060,NULL,40906,1853786,9999-12-31,2013-05-08
SNORRE UNIT,2005-01-01,TO,NULL,Statoil ASA (old),1.18060,NULL,40906,1622484,9999-12-31,2013-05-08
SNORRE UNIT,2004-10-01,FROM,NULL,Esso Exploration and Production Norway A/S,11.15810,NULL,40906,353,9999-12-31,2013-05-08
